Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion
1000000480,2023-11-27 11:11:50,Cynthia Harper,"['Trash Cans', 'Toothpaste']",6,61.61,Credit Card,Seattle,Convenience Store,True,Senior Citizen,Fall,
1000000481,2020-10-26 15:48:14,John Taylor DDS,"['Light Bulbs', 'Jam']",8,76.45,Credit Card,San Francisco,Pharmacy,False,Middle-Aged,Winter,
1000000482,2020-07-01 07:14:23,Jennifer West,"['Ketchup', 'Olive Oil', 'Lawn Mower']",9,91.0,Credit Card,Los Angeles,Warehouse Club,False,Teenager,Summer,Discount on Selected Items
1000000483,2022-05-16 02:20:41,Toni Sanchez,"['Feminine Hygiene Products', 'Deodorant']",6,20.17,Debit Card,Dallas,Pharmacy,True,Retiree,Spring,Discount on Selected Items
1000000484,2023-04-05 04:25:16,Ronald Mills,"['Feminine Hygiene Products', 'Plant Fertilizer', 'Spinach', 'Cleaning Spray']",1,62.0,Mobile Payment,Atlanta,Department Store,False,Senior Citizen,Summer,
1000000485,2023-10-10 08:13:50,Kevin Underwood,"['Dustpan', 'Razors', 'Mop']",1,6.93,Cash,Dallas,Supermarket,False,Senior Citizen,Winter,Discount on Selected Items
1000000486,2023-01-18 09:53:23,Jason Acosta,"['Olive Oil', 'Lawn Mower', 'Toothpaste']",10,71.38,Mobile Payment,Chicago,Convenience Store,False,Professional,Winter,BOGO (Buy One Get One)
1000000487,2020-06-19 01:27:07,Tracy Downs,"['Mustard', 'Cleaning Rags', 'Iron', 'Toothbrush', 'Hand Sanitizer']",4,49.72,Debit Card,San Francisco,Specialty Store,False,Middle-Aged,Fall,
1000000488,2021-03-13 05:36:50,Tracy Kerr,"['Baby Wipes', 'Insect Repellent']",7,26.82,Cash,Houston,Convenience Store,True,Middle-Aged,Fall,
1000000489,2023-12-11 23:23:12,Michelle Moreno,"['Shaving Cream', 'Air Freshener', 'Mop', 'Butter', 'Chips']",3,7.78,Mobile Payment,New York,Supermarket,False,Homemaker,Summer,BOGO (Buy One Get One)
1000000490,2024-01-05 12:29:41,Douglas Schultz Jr.,"['Pasta', 'Orange', 'Extension Cords']",7,29.65,Credit Card,Seattle,Convenience Store,False,Teenager,Winter,BOGO (Buy One Get One)
1000000491,2022-02-25 02:46:19,Travis Brooks,['Pickles'],2,16.76,Credit Card,Atlanta,Warehouse Club,False,Retiree,Fall,Discount on Selected Items
1000000492,2021-12-10 22:09:16,Ashley Schultz,['Dish Soap'],1,69.84,Cash,Miami,Department Store,False,Young Adult,Winter,
1000000493,2021-10-07 13:59:07,James Hubbard,"['Pasta', 'Ketchup', 'Bread', 'Butter', 'Soda']",10,44.87,Credit Card,Los Angeles,Supermarket,False,Teenager,Spring,BOGO (Buy One Get One)
1000000494,2024-04-05 08:44:29,Barbara Mendez MD,"['Pasta', 'Carrots', 'Butter']",3,41.59,Credit Card,Los Angeles,Department Store,False,Teenager,Spring,BOGO (Buy One Get One)
1000000495,2024-01-07 02:37:45,Jonathan Spears,"['Toothpaste', 'Mustard', 'Dishware', 'Cereal Bars']",8,6.12,Cash,San Francisco,Specialty Store,True,Student,Spring,
1000000496,2023-05-27 14:08:49,Tiffany Clark,"['Mop', 'Honey', 'Iron', 'Diapers']",2,54.15,Debit Card,San Francisco,Convenience Store,True,Student,Spring,
1000000497,2020-11-24 01:16:19,Michelle Acosta,['Carrots'],7,58.57,Credit Card,Miami,Supermarket,False,Student,Winter,
1000000498,2023-07-10 05:18:14,Erica Morales,"['Ironing Board', 'Feminine Hygiene Products', 'Bath Towels', 'Jam']",2,97.37,Cash,Dallas,Specialty Store,True,Student,Spring,BOGO (Buy One Get One)
1000000499,2023-11-18 04:49:34,Heather Peterson,"['Cereal Bars', 'Tomatoes', 'Toothpaste', 'Honey', 'Shampoo']",10,18.18,Cash,Seattle,Warehouse Club,False,Senior Citizen,Spring,BOGO (Buy One Get One)
1000000500,2022-03-28 05:06:03,Terri May,"['Ketchup', 'Tea']",2,21.45,Mobile Payment,Atlanta,Warehouse Club,True,Young Adult,Spring,
1000000501,2020-12-22 14:40:42,Lisa Cooper,"['Mayonnaise', 'Toothpaste', 'Vinegar']",8,41.27,Debit Card,New York,Department Store,False,Retiree,Fall,
1000000502,2020-03-20 11:40:43,Amanda Nelson,"['Onions', 'Shaving Cream', 'Potatoes', 'Shower Gel']",10,96.91,Mobile Payment,San Francisco,Department Store,True,Senior Citizen,Spring,BOGO (Buy One Get One)
1000000503,2023-09-07 06:59:24,Matthew Ruiz,"['Cereal', 'Plant Fertilizer', 'Vinegar']",7,76.44,Debit Card,Dallas,Convenience Store,True,Professional,Winter,BOGO (Buy One Get One)
1000000504,2021-09-08 06:39:03,Kimberly Gallegos,"['Canned Soup', 'Diapers']",6,74.57,Mobile Payment,Miami,Supermarket,True,Senior Citizen,Fall,BOGO (Buy One Get One)
1000000505,2020-08-27 18:56:46,Brittany Griffin,"['Garden Hose', 'Diapers', 'Banana', 'Shaving Cream', 'Cereal Bars']",10,49.75,Cash,Boston,Supermarket,False,Homemaker,Spring,BOGO (Buy One Get One)
1000000506,2024-05-17 15:59:27,Bryan Sanford,"['Hand Sanitizer', 'Eggs', 'Beef', 'Shower Gel', 'Cereal']",1,56.03,Mobile Payment,New York,Supermarket,True,Middle-Aged,Spring,BOGO (Buy One Get One)
1000000507,2020-05-12 11:11:33,Robert Robertson,"['Shrimp', 'Cereal']",5,38.07,Cash,Los Angeles,Specialty Store,False,Senior Citizen,Winter,BOGO (Buy One Get One)
1000000508,2020-01-12 14:07:10,Kristin Murray,"['Plant Fertilizer', 'Dish Soap']",3,91.97,Cash,Houston,Pharmacy,False,Student,Fall,
1000000509,2020-07-26 18:02:09,Kimberly Torres,"['Coffee', 'Cleaning Spray', 'Cereal']",10,89.52,Debit Card,Houston,Convenience Store,True,Teenager,Spring,
1000000510,2020-08-28 05:32:23,Dr. Shawn Gonzalez,"['Soda', 'Trash Bags', 'Orange']",5,57.26,Cash,Chicago,Supermarket,False,Professional,Fall,Discount on Selected Items
1000000511,2023-07-10 11:37:01,Jonathan Waller,"['Water', 'Ironing Board']",2,6.94,Cash,Houston,Warehouse Club,True,Young Adult,Fall,Discount on Selected Items
1000000512,2020-11-12 07:12:41,Valerie Wilson,"['Butter', 'Butter']",8,75.51,Mobile Payment,Atlanta,Convenience Store,True,Teenager,Spring,
1000000513,2022-03-19 02:49:55,David Shelton,"['Paper Towels', 'Jam']",9,81.78,Credit Card,Chicago,Warehouse Club,False,Homemaker,Summer,Discount on Selected Items
1000000514,2022-04-12 16:40:02,Jody Martin,['Ice Cream'],1,84.65,Debit Card,Atlanta,Convenience Store,False,Middle-Aged,Spring,
1000000515,2021-02-11 18:52:01,Brooke Larson,"['Power Strips', 'Trash Bags', 'Cereal Bars']",5,8.63,Mobile Payment,Seattle,Specialty Store,True,Teenager,Spring,Discount on Selected Items
1000000516,2020-08-03 17:15:24,Kristin Saunders,"['Shower Gel', 'Baby Wipes']",5,37.33,Mobile Payment,San Francisco,Pharmacy,False,Young Adult,Fall,BOGO (Buy One Get One)
1000000517,2023-06-15 03:55:01,Jacob Kennedy,"['Bath Towels', 'Iron', 'Pickles']",10,22.79,Cash,Dallas,Specialty Store,True,Student,Winter,Discount on Selected Items
1000000518,2023-09-17 07:32:21,Tracy Pham,"['Pasta', 'Light Bulbs']",3,92.43,Debit Card,New York,Pharmacy,True,Retiree,Summer,Discount on Selected Items
1000000519,2022-01-12 07:32:16,Vickie Callahan,"['Bath Towels', 'Diapers', 'Laundry Detergent']",4,50.08,Credit Card,Dallas,Warehouse Club,False,Student,Spring,BOGO (Buy One Get One)
1000000520,2024-01-19 17:56:55,Natalie Armstrong,['Vacuum Cleaner'],4,69.82,Debit Card,San Francisco,Department Store,False,Teenager,Spring,BOGO (Buy One Get One)
1000000521,2024-04-07 15:50:47,Angelica Davis,"['Hand Sanitizer', 'Bath Towels', 'Carrots', 'Toothpaste', 'Potatoes']",8,89.55,Debit Card,San Francisco,Specialty Store,True,Young Adult,Spring,BOGO (Buy One Get One)
1000000522,2021-07-28 05:31:33,Christian Davidson,"['Spinach', 'Coffee', 'Toothpaste']",2,95.05,Credit Card,Seattle,Supermarket,False,Senior Citizen,Fall,Discount on Selected Items
1000000523,2024-03-08 13:36:46,Seth Woodward,"['Vinegar', 'Salmon', 'Tuna', 'Tomatoes']",8,52.78,Credit Card,Boston,Warehouse Club,True,Senior Citizen,Fall,
1000000524,2022-10-24 11:04:23,Jordan Kennedy,"['Soda', 'Shaving Cream', 'Diapers', 'Mop', 'Syrup']",2,16.56,Mobile Payment,Los Angeles,Supermarket,True,Senior Citizen,Fall,Discount on Selected Items
1000000525,2023-01-03 02:42:08,Jennifer Williams,"['Cereal Bars', 'Sponges', 'Peanut Butter', 'Carrots', 'Dish Soap']",3,92.8,Cash,Boston,Specialty Store,False,Teenager,Summer,BOGO (Buy One Get One)
1000000526,2020-12-29 22:10:54,Brenda Martinez,"['Insect Repellent', 'Syrup']",4,74.44,Mobile Payment,Los Angeles,Pharmacy,False,Homemaker,Spring,
1000000527,2022-08-26 14:12:49,Lori Kane,"['BBQ Sauce', 'Tissues']",6,65.45,Credit Card,San Francisco,Warehouse Club,False,Retiree,Winter,Discount on Selected Items
1000000528,2021-03-07 03:14:14,Joseph Chavez,['Pickles'],10,34.72,Mobile Payment,Houston,Convenience Store,False,Middle-Aged,Winter,Discount on Selected Items
1000000529,2021-11-17 21:00:11,Tonya Villarreal,"['Pancake Mix', 'Soap', 'Salmon', 'Cereal Bars', 'Bread']",1,46.02,Debit Card,Dallas,Pharmacy,False,Homemaker,Spring,BOGO (Buy One Get One)
1000000530,2021-07-17 00:00:31,Anthony Hawkins,"['Toothbrush', 'Carrots', 'Chicken', 'Razors']",6,44.03,Debit Card,Dallas,Convenience Store,True,Retiree,Fall,Discount on Selected Items
1000000531,2020-08-14 11:18:29,Alyssa Ramos,"['Shampoo', 'Insect Repellent', 'Lawn Mower', 'Vinegar', 'Hand Sanitizer']",6,13.36,Mobile Payment,Los Angeles,Convenience Store,False,Middle-Aged,Spring,Discount on Selected Items
1000000532,2021-01-16 10:35:56,Jason Lee,['Peanut Butter'],2,6.94,Credit Card,San Francisco,Pharmacy,True,Retiree,Spring,BOGO (Buy One Get One)
1000000533,2023-01-27 06:11:28,Alicia Mercer,"['Jam', 'Tea']",8,45.15,Credit Card,Miami,Specialty Store,True,Professional,Summer,
1000000534,2020-10-17 16:48:47,Aaron Reed,"['Chips', 'Pickles', 'Peanut Butter', 'Mayonnaise']",2,48.54,Mobile Payment,Boston,Pharmacy,True,Student,Fall,Discount on Selected Items
1000000535,2023-02-03 17:14:13,Garrett Miles,"['Air Freshener', 'Onions', 'Carrots', 'Yogurt', 'Hand Sanitizer']",10,49.05,Mobile Payment,Los Angeles,Department Store,True,Homemaker,Winter,
1000000536,2024-02-16 06:01:26,Christopher Clark,"['Toilet Paper', 'Hair Gel', 'Cereal', 'Power Strips', 'Peanut Butter']",8,68.28,Mobile Payment,Los Angeles,Supermarket,True,Senior Citizen,Fall,
1000000537,2021-08-31 08:21:59,Andrew Newman,"['Plant Fertilizer', 'Iron', 'Orange', 'Tuna', 'Salmon']",5,23.75,Mobile Payment,New York,Warehouse Club,False,Retiree,Winter,Discount on Selected Items
1000000538,2022-09-11 20:25:12,Dana Miller,"['Shower Gel', 'Canned Soup', 'Deodorant']",6,17.45,Debit Card,New York,Warehouse Club,False,Student,Spring,BOGO (Buy One Get One)
1000000539,2022-01-17 06:26:06,Adam Rubio,"['Vinegar', 'Shrimp']",1,94.08,Cash,Miami,Convenience Store,False,Senior Citizen,Summer,BOGO (Buy One Get One)
1000000540,2021-03-02 08:42:39,Samantha Poole,"['Eggs', 'Vacuum Cleaner', 'Chips']",3,37.77,Debit Card,New York,Department Store,True,Homemaker,Spring,BOGO (Buy One Get One)
1000000541,2024-04-12 14:28:37,Margaret Velez,"['Hand Sanitizer', 'Toothpaste']",7,17.38,Mobile Payment,Miami,Convenience Store,True,Teenager,Fall,BOGO (Buy One Get One)
1000000542,2020-07-18 21:04:54,Christian Tate,"['Chicken', 'Milk', 'Plant Fertilizer', 'Soap', 'Beef']",8,96.56,Debit Card,Miami,Department Store,False,Senior Citizen,Winter,
1000000543,2020-04-06 20:38:16,Matthew Wood,"['Olive Oil', 'Vinegar', 'Cereal', 'Coffee', 'Hair Gel']",6,75.14,Mobile Payment,Atlanta,Convenience Store,False,Young Adult,Summer,
1000000544,2020-01-10 14:21:12,Andrea Cruz,"['Tea', 'Mop']",3,85.57,Credit Card,Atlanta,Specialty Store,True,Teenager,Spring,BOGO (Buy One Get One)
1000000545,2024-02-10 23:49:39,Dawn Dawson,"['Paper Towels', 'Soda']",8,84.98,Credit Card,Atlanta,Supermarket,False,Student,Fall,BOGO (Buy One Get One)
1000000546,2021-09-24 11:04:22,John Dickerson MD,"['Lawn Mower', 'Paper Towels', 'Diapers']",2,50.51,Credit Card,Chicago,Pharmacy,True,Senior Citizen,Summer,Discount on Selected Items
1000000547,2023-05-30 21:14:05,Ryan Stewart,"['Tomatoes', 'Shrimp', 'Toilet Paper', 'Dustpan']",1,49.83,Credit Card,Seattle,Pharmacy,False,Young Adult,Fall,
1000000548,2023-03-29 18:28:56,Benjamin Benson,"['Honey', 'Salmon', 'Power Strips']",7,20.26,Cash,Atlanta,Supermarket,False,Middle-Aged,Winter,BOGO (Buy One Get One)
1000000549,2023-05-23 20:43:05,Karen Bond,"['Vinegar', 'Power Strips', 'Feminine Hygiene Products', 'Honey']",4,73.59,Debit Card,San Francisco,Pharmacy,False,Middle-Aged,Spring,BOGO (Buy One Get One)
1000000550,2023-12-08 03:37:46,Karen Hernandez,"['Garden Hose', 'Peanut Butter', 'Eggs', 'Shaving Cream', 'Ice Cream']",9,96.26,Credit Card,Seattle,Supermarket,True,Professional,Fall,
1000000551,2021-07-23 22:56:39,Carolyn Owens,"['Broom', 'Rice', 'Carrots']",7,95.11,Credit Card,Miami,Pharmacy,False,Professional,Summer,BOGO (Buy One Get One)
1000000552,2024-02-04 11:40:43,Gregory Baker,"['Syrup', 'Baby Wipes', 'Paper Towels']",6,16.98,Debit Card,Atlanta,Department Store,True,Student,Fall,Discount on Selected Items
1000000553,2020-02-02 17:30:51,Elizabeth Wagner,"['Mayonnaise', 'Olive Oil', 'Cleaning Rags', 'Lawn Mower', 'Trash Bags']",10,85.57,Credit Card,Seattle,Convenience Store,False,Senior Citizen,Spring,
1000000554,2020-02-12 23:46:39,Eric Smith,"['Salmon', 'Trash Cans']",6,83.33,Credit Card,Chicago,Department Store,True,Professional,Summer,
1000000555,2023-10-02 23:12:45,Rodney Mcgee,"['Tissues', 'Potatoes', 'Yogurt', 'Beef', 'Hand Sanitizer']",1,25.57,Credit Card,Atlanta,Convenience Store,True,Student,Spring,
1000000556,2024-02-09 18:25:41,Nicole Gaines,"['Spinach', 'Cheese', 'Tissues', 'Cheese']",5,50.64,Credit Card,Houston,Pharmacy,True,Student,Summer,Discount on Selected Items
1000000557,2022-06-13 22:34:25,Sandra Marshall,"['Broom', 'Mustard', 'Garden Hose', 'Honey']",3,71.26,Cash,San Francisco,Pharmacy,False,Young Adult,Winter,Discount on Selected Items
1000000558,2021-11-12 14:50:09,Kimberly Anderson,['Light Bulbs'],8,44.29,Credit Card,Miami,Department Store,False,Professional,Spring,BOGO (Buy One Get One)
1000000559,2021-12-16 16:50:26,Jennifer Garcia,['Carrots'],8,73.02,Cash,San Francisco,Convenience Store,True,Retiree,Summer,
1000000560,2021-03-16 23:53:19,Rachel Garcia,['Apple'],5,76.31,Cash,Dallas,Convenience Store,True,Senior Citizen,Winter,Discount on Selected Items
1000000561,2020-05-05 15:41:02,Kathryn White,"['Mop', 'Tuna', 'Honey', 'Water', 'Vacuum Cleaner']",1,22.44,Mobile Payment,New York,Pharmacy,True,Teenager,Winter,Discount on Selected Items
1000000562,2024-05-10 14:54:10,Christina Perez,"['Pancake Mix', 'Soda', 'Deodorant', 'Air Freshener', 'Tomatoes']",8,64.44,Mobile Payment,Atlanta,Supermarket,False,Professional,Winter,
1000000563,2020-09-02 12:06:53,Mark Morales,"['Feminine Hygiene Products', 'Cleaning Spray']",1,45.68,Credit Card,Boston,Convenience Store,True,Middle-Aged,Winter,
1000000564,2021-12-29 17:42:32,Vickie Brooks,"['Water', 'Ice Cream']",8,87.9,Mobile Payment,Dallas,Convenience Store,True,Student,Spring,BOGO (Buy One Get One)
1000000565,2020-12-21 06:59:38,David Montoya,"['Chips', 'Ketchup', 'Carrots']",1,6.34,Cash,Houston,Convenience Store,True,Senior Citizen,Fall,Discount on Selected Items
1000000566,2020-04-13 05:33:37,Logan Adams,"['Baby Wipes', 'Canned Soup']",7,21.05,Mobile Payment,Miami,Specialty Store,True,Student,Summer,Discount on Selected Items
1000000567,2024-04-21 03:45:04,Nicole Jones,"['Toothbrush', 'Toilet Paper', 'Cheese']",8,83.12,Cash,Atlanta,Supermarket,True,Homemaker,Winter,
1000000568,2021-03-04 05:17:34,Steven Robinson,"['Plant Fertilizer', 'Pickles', 'Honey', 'Bread', 'Spinach']",5,40.92,Cash,Dallas,Warehouse Club,True,Teenager,Fall,Discount on Selected Items
1000000569,2023-04-26 00:12:49,Maureen Pace,"['Toilet Paper', 'Vacuum Cleaner', 'Coffee']",1,41.66,Mobile Payment,Dallas,Department Store,False,Student,Winter,BOGO (Buy One Get One)
1000000570,2024-02-24 01:17:32,Kristopher Cook,['Deodorant'],2,31.57,Mobile Payment,Seattle,Department Store,False,Retiree,Fall,BOGO (Buy One Get One)
1000000571,2023-07-12 14:15:56,Donald Harris,"['Vacuum Cleaner', 'Beef', 'Garden Hose']",8,91.52,Credit Card,Dallas,Supermarket,False,Student,Spring,BOGO (Buy One Get One)
1000000572,2021-09-10 07:35:27,Rachael Sanford,"['Ironing Board', 'Rice', 'Chicken', 'Chicken']",10,33.71,Credit Card,Chicago,Warehouse Club,False,Teenager,Summer,BOGO (Buy One Get One)
1000000573,2020-05-15 21:25:31,Jordan Spencer,"['Chicken', 'Power Strips', 'Vinegar']",6,95.54,Debit Card,Seattle,Specialty Store,False,Middle-Aged,Summer,
1000000574,2022-08-27 21:05:57,Joseph Payne,['Salmon'],3,91.01,Cash,New York,Specialty Store,False,Middle-Aged,Spring,Discount on Selected Items
1000000575,2021-04-07 03:33:44,Jeffrey May,"['Mustard', 'Plant Fertilizer']",9,48.51,Mobile Payment,Los Angeles,Supermarket,True,Retiree,Summer,Discount on Selected Items
1000000576,2020-05-19 08:57:53,Catherine Dalton,"['Lawn Mower', 'Water', 'Trash Bags', 'Plant Fertilizer', 'Trash Cans']",10,22.51,Credit Card,Boston,Convenience Store,True,Middle-Aged,Fall,Discount on Selected Items
1000000577,2022-10-21 18:55:44,Christopher Smith,"['Cereal Bars', 'Cleaning Spray', 'Toothpaste']",8,35.74,Debit Card,Los Angeles,Convenience Store,True,Homemaker,Summer,Discount on Selected Items
1000000578,2023-09-13 10:56:37,Cheryl Griffin,"['Insect Repellent', 'Cereal']",3,98.71,Mobile Payment,Chicago,Supermarket,False,Student,Fall,BOGO (Buy One Get One)
1000000579,2022-11-21 11:00:57,Jerry Berg,"['Hair Gel', 'Spinach', 'Garden Hose', 'Ketchup', 'Canned Soup']",6,90.07,Credit Card,San Francisco,Supermarket,False,Homemaker,Fall,Discount on Selected Items
1000000580,2020-04-06 00:31:48,Anthony Cervantes,"['Ketchup', 'Coffee', 'Milk', 'Coffee', 'Soda']",4,27.8,Credit Card,Boston,Department Store,False,Young Adult,Summer,BOGO (Buy One Get One)
1000000581,2024-03-22 13:08:09,Julia Ray,"['Vinegar', 'Vinegar', 'Ironing Board']",3,7.9,Debit Card,Seattle,Pharmacy,True,Teenager,Summer,Discount on Selected Items
1000000582,2023-05-13 17:19:30,Ashley Benton,"['Pancake Mix', 'Extension Cords']",8,63.0,Debit Card,Los Angeles,Department Store,True,Middle-Aged,Summer,Discount on Selected Items
1000000583,2022-06-01 15:58:38,Jessica Lopez,"['Garden Hose', 'Toothpaste', 'Vacuum Cleaner', 'Baby Wipes']",6,32.9,Cash,Seattle,Supermarket,False,Student,Fall,BOGO (Buy One Get One)
1000000584,2023-05-06 02:53:25,Ruth Garcia,"['Ironing Board', 'Mayonnaise', 'Garden Hose', 'BBQ Sauce']",10,20.77,Cash,Houston,Pharmacy,True,Professional,Winter,
1000000585,2021-05-21 17:51:45,Jesse Floyd,"['Hand Sanitizer', 'Shower Gel']",6,48.04,Mobile Payment,Boston,Supermarket,False,Homemaker,Fall,BOGO (Buy One Get One)
1000000586,2023-05-19 10:12:42,Mary Perez,"['Butter', 'Spinach']",10,5.14,Credit Card,Atlanta,Pharmacy,False,Student,Winter,
1000000587,2020-02-29 07:40:11,Douglas Gonzalez,"['Vacuum Cleaner', 'Pickles', 'Chicken']",6,14.29,Credit Card,Chicago,Warehouse Club,True,Homemaker,Winter,Discount on Selected Items
1000000588,2021-09-03 14:16:50,Sherri Graves,"['Tuna', 'Spinach', 'Cheese']",1,43.78,Debit Card,Seattle,Supermarket,True,Retiree,Summer,Discount on Selected Items
1000000589,2022-03-03 15:21:12,David Marks,"['Rice', 'Tomatoes', 'Shower Gel', 'Toothpaste']",9,5.09,Credit Card,Houston,Convenience Store,True,Young Adult,Spring,Discount on Selected Items
1000000590,2021-04-24 09:24:26,Kevin Boone,"['Peanut Butter', 'Olive Oil', 'Paper Towels', 'Carrots', 'Vinegar']",6,13.4,Debit Card,Seattle,Department Store,True,Retiree,Spring,
1000000591,2021-02-04 01:10:08,Melissa Freeman,"['Hair Gel', 'Chicken', 'Cleaning Spray', 'Cleaning Spray', 'Light Bulbs']",6,79.04,Debit Card,Dallas,Department Store,False,Homemaker,Fall,
1000000592,2021-03-02 02:32:03,Jerry Garrett,"['Spinach', 'Cereal']",4,46.58,Debit Card,Dallas,Pharmacy,True,Young Adult,Winter,
1000000593,2022-06-28 22:20:22,Kimberly Young,"['Eggs', 'Iron', 'Peanut Butter']",9,72.15,Cash,San Francisco,Specialty Store,False,Young Adult,Fall,Discount on Selected Items
1000000594,2020-02-03 06:21:16,Jenna Robinson,['Power Strips'],5,87.86,Cash,San Francisco,Department Store,True,Middle-Aged,Winter,Discount on Selected Items
1000000595,2021-10-18 14:43:27,Craig Hall,['Extension Cords'],5,15.09,Credit Card,New York,Warehouse Club,False,Retiree,Summer,Discount on Selected Items
1000000596,2022-08-21 10:33:54,Amanda Blevins,"['Laundry Detergent', 'Shampoo', 'Peanut Butter', 'Broom', 'Chips']",2,54.27,Mobile Payment,Chicago,Specialty Store,True,Senior Citizen,Fall,BOGO (Buy One Get One)
1000000597,2020-02-01 11:54:51,Sarah Aguirre,['Cereal Bars'],1,63.55,Cash,Dallas,Department Store,False,Homemaker,Summer,
1000000598,2023-06-29 11:14:45,Richard Randolph,"['Cleaning Spray', 'BBQ Sauce', 'Toothbrush', 'Pickles', 'Milk']",8,50.89,Cash,Miami,Department Store,True,Young Adult,Fall,BOGO (Buy One Get One)
1000000599,2022-08-13 03:33:44,Luis Richmond,"['Vinegar', 'Water']",3,60.65,Credit Card,Boston,Department Store,False,Homemaker,Fall,BOGO (Buy One Get One)
1000000600,2021-02-20 11:34:51,Kim Campbell,"['Hand Sanitizer', 'Paper Towels', 'Toilet Paper', 'Shaving Cream']",10,49.19,Cash,Dallas,Specialty Store,False,Retiree,Summer,BOGO (Buy One Get One)
1000000601,2021-01-30 23:01:09,Jack Mitchell,"['Coffee', 'Potatoes', 'Air Freshener']",1,66.45,Debit Card,Dallas,Pharmacy,True,Middle-Aged,Summer,Discount on Selected Items
1000000602,2021-09-19 20:49:15,Jose Knight,['Tuna'],2,89.05,Mobile Payment,Los Angeles,Specialty Store,True,Young Adult,Fall,
1000000603,2020-03-30 12:07:14,Aaron Rasmussen,"['Shampoo', 'Razors', 'Orange', 'Pancake Mix']",9,38.14,Cash,Atlanta,Convenience Store,False,Retiree,Summer,
1000000604,2020-11-06 18:09:17,Tracy Morris,"['Pasta', 'Baby Wipes', 'Power Strips']",2,82.05,Cash,Boston,Supermarket,False,Student,Spring,
1000000605,2022-10-27 10:21:38,Richard Conley,['Trash Bags'],4,62.64,Debit Card,Dallas,Supermarket,True,Middle-Aged,Summer,
1000000606,2022-09-05 15:08:47,Michael Johnson,"['Chips', 'Feminine Hygiene Products', 'Pancake Mix']",6,46.61,Mobile Payment,Houston,Department Store,True,Homemaker,Summer,BOGO (Buy One Get One)
1000000607,2023-08-20 19:41:39,Juan Graham,"['Honey', 'Insect Repellent', 'Laundry Detergent']",10,75.84,Mobile Payment,New York,Supermarket,False,Senior Citizen,Winter,Discount on Selected Items
1000000608,2021-11-08 16:50:51,Timothy White,['Toothpaste'],3,49.5,Mobile Payment,Los Angeles,Pharmacy,True,Senior Citizen,Spring,BOGO (Buy One Get One)
1000000609,2023-03-26 05:50:18,Martin Foster,['Cereal Bars'],8,84.41,Credit Card,Miami,Convenience Store,True,Professional,Spring,Discount on Selected Items
1000000610,2021-02-03 14:02:51,Benjamin Weaver,"['Baby Wipes', 'Spinach', 'Plant Fertilizer', 'Ketchup', 'Soap']",1,22.7,Debit Card,New York,Supermarket,True,Teenager,Spring,BOGO (Buy One Get One)
1000000611,2023-10-18 10:48:09,Christopher Cooper,['Toilet Paper'],7,21.3,Debit Card,San Francisco,Warehouse Club,True,Professional,Summer,
1000000612,2022-03-08 12:48:14,Christopher Baker,"['Shower Gel', 'Ice Cream', 'Pickles']",4,51.77,Debit Card,Chicago,Pharmacy,True,Homemaker,Spring,BOGO (Buy One Get One)
1000000613,2022-03-31 23:02:46,Kevin Reid,"['Onions', 'Eggs']",8,59.88,Debit Card,Miami,Pharmacy,False,Senior Citizen,Winter,
1000000614,2024-04-07 16:30:41,Fred Velez,"['Ironing Board', 'Chicken', 'Water']",1,57.26,Debit Card,Houston,Convenience Store,False,Young Adult,Fall,
1000000615,2022-12-05 00:51:39,Matthew Moran,['BBQ Sauce'],7,83.15,Credit Card,San Francisco,Warehouse Club,False,Young Adult,Winter,
1000000616,2021-04-14 22:36:44,Adam Rodriguez,"['Milk', 'Shrimp']",10,7.05,Credit Card,Atlanta,Pharmacy,False,Homemaker,Summer,Discount on Selected Items
1000000617,2023-05-30 06:36:02,Christian Hale,"['Pancake Mix', 'Laundry Detergent', 'Tomatoes']",1,43.33,Debit Card,San Francisco,Supermarket,True,Homemaker,Spring,BOGO (Buy One Get One)
1000000618,2024-04-25 00:38:08,Jessica Carr,"['Dustpan', 'Butter']",6,40.94,Mobile Payment,New York,Pharmacy,False,Student,Spring,BOGO (Buy One Get One)
1000000619,2020-09-20 22:23:30,Angela Navarro,"['Carrots', 'Toothbrush', 'Toothpaste']",5,78.06,Debit Card,Dallas,Warehouse Club,False,Student,Winter,Discount on Selected Items
1000000620,2022-03-27 11:22:33,Kiara Guerrero,"['Chips', 'Yogurt']",10,68.71,Cash,Boston,Pharmacy,False,Middle-Aged,Winter,
1000000621,2021-07-12 06:14:17,Lori Ramirez,['Soap'],3,92.17,Cash,Los Angeles,Warehouse Club,False,Retiree,Summer,Discount on Selected Items
1000000622,2020-12-18 19:54:01,Valerie Perry,"['Vinegar', 'Mop', 'Shrimp']",6,54.26,Cash,Seattle,Pharmacy,True,Student,Spring,BOGO (Buy One Get One)
1000000623,2022-04-01 22:07:53,Kelsey Moore,"['Milk', 'Lawn Mower', 'Water', 'Mustard']",6,54.7,Mobile Payment,Seattle,Specialty Store,False,Middle-Aged,Winter,
1000000624,2023-10-08 20:44:10,Travis Parker,"['Mop', 'Cleaning Spray', 'Onions', 'Dishware', 'Diapers']",8,93.17,Debit Card,San Francisco,Warehouse Club,False,Middle-Aged,Summer,
